,start,end,type,entry,exit,profit,dd,stop,ru
186,2020-03-02 16:00:00+00:00,2020-03-02 23:15:00+00:00,stop,8831.5,8903.0,0.809601992866444,8831.5,8909.21415332996,8963.5
187,2020-03-17 20:30:00+00:00,2020-03-17 21:30:00+00:00,stop,5407.0,5432.5,0.47161087479193636,5407.0,5434.387056767062,5467.5
188,2020-03-30 21:15:00+00:00,2020-03-30 21:45:00+00:00,stop,6551.0,6508.0,-0.6563883376583728,6508.0,6511.325031345409,6551.0
189,2020-04-02 00:00:00+00:00,2020-04-02 00:30:00+00:00,stop,6671.5,6661.0,-0.15738589522596116,6661.0,6682.283343876536,6723.0
190,2020-04-12 22:30:00+00:00,2020-04-12 23:30:00+00:00,stop,6989.5,6988.5,-0.014307175048286715,6988.5,6988.9149683873065,7031.5
191,2020-04-22 18:45:00+00:00,2020-04-23 03:00:00+00:00,stop,7126.0,7132.0,0.08419870895312939,7096.5,7136.515604497029,7180.0
192,2020-05-05 03:30:00+00:00,2020-05-05 06:00:00+00:00,stop,8860.5,9022.0,1.8226962361040573,8860.5,9026.499507275734,9081.5
193,2020-05-27 14:00:00+00:00,2020-05-27 21:30:00+00:00,stop,9150.0,9143.0,-0.07650273224043716,9129.5,9143.287889382753,9199.0
194,2020-06-04 16:15:00+00:00,2020-06-04 19:00:00+00:00,stop,9789.5,9772.0,-0.1787629603146228,9772.0,9808.236209634635,9868.0
195,2020-06-08 03:30:00+00:00,2020-06-08 08:30:00+00:00,stop,9731.0,9682.0,-0.5035453704655225,9682.0,9701.884236141435,9761.0
196,2020-06-16 05:15:00+00:00,2020-06-16 06:45:00+00:00,stop,9538.5,9484.0,-0.5713686638360329,9484.0,9494.150007542565,9552.0
