last,buy,sell,mid,timestamp
9087.5,9087.5,9088.0,9088.0,2020-07-03T03:47:43.903Z
9087.5,9087.5,9088.0,9088.0,2020-07-03T03:47:55.000Z
9087.5,9087.0,9087.5,9087.0,2020-07-03T03:48:00.000Z
9087.0,9087.0,9087.5,9087.0,2020-07-03T03:48:11.606Z
9087.0,9087.0,9087.5,9087.0,2020-07-03T03:48:24.335Z
9087.0,9087.0,9087.5,9087.0,2020-07-03T03:48:30.000Z
9087.0,9087.0,9087.5,9087.0,2020-07-03T03:48:44.182Z
9087.0,9087.0,9087.5,9087.0,2020-07-03T03:48:50.000Z
9087.5,9087.0,9087.5,9087.0,2020-07-03T03:49:00.882Z
9087.5,9087.0,9087.5,9087.0,2020-07-03T03:49:15.000Z
9087.5,9087.0,9087.5,9087.0,2020-07-03T03:49:25.000Z
9087.5,9087.0,9087.5,9087.0,2020-07-03T03:49:30.666Z
9087.0,9087.0,9087.5,9087.0,2020-07-03T03:49:43.150Z
9087.5,9087.0,9087.5,9087.0,2020-07-03T03:49:55.974Z
9087.0,9087.0,9087.5,9087.0,2020-07-03T03:50:06.073Z
9087.0,9087.0,9087.5,9087.0,2020-07-03T03:50:13.976Z
9087.5,9087.0,9087.5,9087.0,2020-07-03T03:50:25.000Z
9087.5,9087.0,9087.5,9087.0,2020-07-03T03:50:35.000Z
9087.0,9087.0,9087.5,9087.0,2020-07-03T03:50:37.178Z
9087.0,9087.0,9087.5,9087.0,2020-07-03T03:50:37.178Z
9087.0,9087.0,9087.5,9087.0,2020-07-03T03:51:05.000Z
9090.0,9089.5,9090.0,9090.0,2020-07-03T03:51:15.000Z
9090.0,9089.5,9090.0,9090.0,2020-07-03T03:51:23.563Z
9089.5,9089.5,9090.0,9090.0,2020-07-03T03:51:35.000Z
9089.5,9089.5,9090.0,9090.0,2020-07-03T03:51:43.035Z
9089.5,9089.5,9090.0,9090.0,2020-07-03T03:51:52.717Z
9089.5,9089.5,9090.0,9090.0,2020-07-03T03:52:05.000Z
9089.5,9089.5,9090.0,9090.0,2020-07-03T03:52:17.382Z
9089.5,9089.5,9090.0,9090.0,2020-07-03T03:52:20.000Z
9089.5,9089.5,9090.0,9090.0,2020-07-03T03:52:37.256Z
9090.0,9089.5,9090.0,9090.0,2020-07-03T03:52:45.000Z
9090.0,9089.5,9090.0,9090.0,2020-07-03T03:52:55.034Z
9089.5,9089.5,9090.0,9090.0,2020-07-03T03:53:06.988Z
9089.5,9089.5,9090.0,9090.0,2020-07-03T03:53:17.346Z
9090.0,9089.5,9090.0,9090.0,2020-07-03T03:53:27.431Z
9090.0,9089.5,9090.0,9090.0,2020-07-03T03:53:37.598Z
9090.0,9089.5,9090.0,9090.0,2020-07-03T03:53:46.354Z
9090.0,9089.5,9090.0,9090.0,2020-07-03T03:53:56.389Z
9090.0,9089.5,9090.0,9090.0,2020-07-03T03:54:02.361Z
9089.5,9089.5,9090.0,9090.0,2020-07-03T03:54:15.674Z
9089.5,9089.5,9090.0,9090.0,2020-07-03T03:54:25.000Z
9090.0,9089.5,9090.0,9090.0,2020-07-03T03:54:34.220Z
9089.5,9089.5,9090.0,9090.0,2020-07-03T03:54:45.000Z
9090.0,9089.5,9090.0,9090.0,2020-07-03T03:54:55.000Z
9089.5,9089.5,9090.0,9090.0,2020-07-03T03:55:05.000Z
9090.0,9089.5,9090.0,9090.0,2020-07-03T03:55:15.000Z
9090.0,9089.5,9090.0,9090.0,2020-07-03T03:55:25.000Z
9090.0,9089.5,9090.0,9090.0,2020-07-03T03:55:35.000Z
